gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000058704	120.4877	-0.0002771367	0.012228682	0.6371975	0.9984822
ENSMUSG00000058706	98.35698	0.0001073779	0.013319739	0.8459469	0.9984822
ENSMUSG00000058709	311.2666	0.0009573549	0.014368348	0.2087388	0.9893112
ENSMUSG00000058715	19.43597	-6.819199e-06	0.016340531	0.9891605	0.9996816
ENSMUSG00000058729	33.31113	-0.0004379762	0.01468407	0.462193	0.9984822
ENSMUSG00000058740	1169.316	-0.0007044048	0.013547397	0.3045849	0.9984822
ENSMUSG00000058741	0.2521582	-0.0006830361	0.102607572	0.7707655	NA
ENSMUSG00000058743	9.50404	-0.0004003387	0.020662097	0.4706475	0.9984822
ENSMUSG00000058745	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000058748	83.69735	-2.478893e-05	0.011848397	0.9650616	0.9984822
ENSMUSG00000058755	0.3971625	-0.0002050814	0.072772453	0.9093624	NA
ENSMUSG00000058756	3151.398	0.001278051	0.014163034	0.134954	0.9805731
ENSMUSG00000058761	864.7754	5.36696e-05	0.008425122	0.923982	0.9984822
ENSMUSG00000058773	8.609028	0.0005148163	0.026217879	0.4144383	0.9984822
ENSMUSG00000058793	4345.616	-0.0007223564	0.009380074	0.2912702	0.9984822
ENSMUSG00000058794	0.2018634	0	0.099713563	1	NA
ENSMUSG00000058799	1371.335	-0.000966834	0.011703599	0.1983601	0.9875176
ENSMUSG00000058806	1.801432	-6.414267e-05	0.032125825	0.9347018	NA
ENSMUSG00000058809	11.57493	0.0001082523	0.016092572	0.8313548	0.9984822
ENSMUSG00000058812	0.9142553	-0.001675622	0.097792353	0.458579	NA
ENSMUSG00000058816	0.3037493	-0.0003814636	0.08651553	0.8544899	NA
ENSMUSG00000058818	2.073389	0.000544301	0.044776978	0.6074432	0.9984822
ENSMUSG00000058831	0.2989664	0.0007140427	0.088066731	0.7341245	NA
ENSMUSG00000058833	93.77752	0.0001692528	0.011537995	0.7688308	0.9984822
ENSMUSG00000058835	721.8907	0.0002233365	0.009060164	0.6973788	0.9984822
ENSMUSG00000058838	15.91437	-0.0002608348	0.016127993	0.6224613	0.9984822
ENSMUSG00000058869	0.1196135	-0.001600554	0.114099	0.5267847	NA
ENSMUSG00000058873	0.172677	2.627768e-05	0.098846635	0.9908306	NA
ENSMUSG00000058881	344.7886	0.0003855791	0.010396872	0.5228547	0.9984822
ENSMUSG00000058883	23.48297	-0.0002289568	0.037484563	0.8011861	0.9984822
ENSMUSG00000058886	150.5792	0.0003418114	0.011947054	0.5688637	0.9984822
ENSMUSG00000058897	576.98	-0.001001112	0.016048842	0.1953713	0.9862679
ENSMUSG00000058900	20.7506	-0.0003491252	0.018574558	0.51559	0.9984822
ENSMUSG00000058905	0.3505664	-0.0009311104	0.089206368	0.660162	NA
ENSMUSG00000058914	0.5321499	-0.001635159	0.102997684	0.4882585	NA
ENSMUSG00000058921	0.7630196	0.0003545767	0.067151345	0.8314525	NA
ENSMUSG00000058922	23.73107	0.0002484397	0.015376016	0.6436175	0.9984822
ENSMUSG00000058925	0.2573067	0	0.099713563	1	NA
ENSMUSG00000058927	90.06653	-0.0002885196	0.015275381	0.5978507	0.9984822
ENSMUSG00000058932	0.05444717	0	0.099713563	1	NA
ENSMUSG00000058934	0.1689285	0.0005203185	0.100617387	0.8220905	NA
ENSMUSG00000058952	0.02828562	0	0.099713563	1	NA
ENSMUSG00000058966	46.87987	-0.0001193845	0.015566327	0.8166646	0.9984822
ENSMUSG00000058975	577.1149	-0.001237847	0.018513563	0.141231	0.9805731
ENSMUSG00000058976	0.1196135	-0.001600554	0.114099	0.5267847	NA
ENSMUSG00000058979	202.0467	-0.001158163	0.018062582	0.1550857	0.9805731
ENSMUSG00000058997	552.8956	2.467569e-06	0.007913749	0.996547	0.9998688
ENSMUSG00000059003	2182.512	-0.004832723	0.036868438	0.01841331	0.675198
ENSMUSG00000059005	1555.088	-0.0009144518	0.012964465	0.2186921	0.9930713
ENSMUSG00000059013	33.11785	0.000104151	0.014913742	0.8422219	0.9984822
ENSMUSG00000059022	5.974894	-0.0003114093	0.026013245	0.6190452	0.9984822
ENSMUSG00000059027	0.9861868	0.0001085738	0.055799982	0.9380047	NA
ENSMUSG00000059033	0.1149349	-0.0009295744	0.104892947	0.6961515	NA
ENSMUSG00000059040	15.38432	0.0004429077	0.021558145	0.4357137	0.9984822
ENSMUSG00000059049	28.44372	-0.000519945	0.018704269	0.3667212	0.9984822
ENSMUSG00000059058	0.4798451	5.653994e-05	0.064684336	0.9721055	NA
ENSMUSG00000059060	0.5643932	0.001521895	0.078221613	0.4013105	NA
ENSMUSG00000059064	0.3334692	-0.001123305	0.107134042	0.6419875	NA
ENSMUSG00000059070	497.1852	0.003891729	0.03382684	0.02426676	0.7283961
ENSMUSG00000059087	0.4192142	-0.0009533306	0.085835044	0.6417352	NA
ENSMUSG00000059089	0.7314702	0.0007700963	0.071568149	0.6579575	NA
ENSMUSG00000059108	0.2557323	-0.000349167	0.100112938	0.8796318	NA
ENSMUSG00000059119	445.8252	0.0002286169	0.010145357	0.6929091	0.9984822
ENSMUSG00000059136	0.9856266	-0.003605807	0.150196933	0.2546607	NA
ENSMUSG00000059142	289.176	0.0002160171	0.009377813	0.7066685	0.9984822
ENSMUSG00000059146	739.509	0.0002851228	0.010415011	0.6274374	0.9984822
ENSMUSG00000059149	81.58504	-0.687926	0.98400555	6.350358e-05	0.05069895
ENSMUSG00000059159	0.2084477	0	0.099713563	1	NA
ENSMUSG00000059173	1043.291	-0.0008983676	0.014304481	0.227023	0.9965505
ENSMUSG00000059179	1.82843	-0.0006583419	0.057119689	0.6330597	NA
ENSMUSG00000059182	59.89331	0.0003441839	0.012773982	0.5639698	0.9984822
ENSMUSG00000059183	78.43021	2.574629e-05	0.013813475	0.9619211	0.9984822
ENSMUSG00000059187	48.54794	-0.02251973	0.259943282	0.01136924	0.5947974
ENSMUSG00000059195	73.56344	0.001110911	0.021057067	0.1435524	0.9805731
ENSMUSG00000059203	53.64807	-0.0001480087	0.012816826	0.793028	0.9984822
ENSMUSG00000059208	465.4723	-0.001275093	0.017992886	0.138543	0.9805731
ENSMUSG00000059213	5007.02	0.0001088512	0.01063744	0.8486901	0.9984822
ENSMUSG00000059229	0.04285678	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000059237	7.25418	-0.0004298109	0.023102298	0.4603485	0.9984822
ENSMUSG00000059244	0.6925568	2.077494e-06	0.053852863	0.9987701	NA
ENSMUSG00000059246	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000059248	124.2257	-0.0007230217	0.016116911	0.2804152	0.9984822
ENSMUSG00000059252	0.1230463	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000059263	931.5645	-4.497237e-05	0.008236203	0.9364726	0.9984822
ENSMUSG00000059273	326.4331	0.0001391316	0.009929413	0.806951	0.9984822
ENSMUSG00000059277	40.67963	1.48174e-05	0.014216505	0.9777515	0.9994695
ENSMUSG00000059278	108.5544	-0.000500521	0.01365263	0.4249305	0.9984822
ENSMUSG00000059280	0.1305693	0	0.099713563	1	NA
ENSMUSG00000059288	245.796	0.01323425	0.068757965	0.003746127	0.363237
ENSMUSG00000059291	922.9798	-0.0002165407	0.009797601	0.7068638	0.9984822
ENSMUSG00000059301	0.1026635	-0.0008252543	0.103842162	0.7269851	NA
ENSMUSG00000059305	0.4124941	0.0008373466	0.103039968	0.7218686	NA
ENSMUSG00000059316	407.2061	0.0005841279	0.01162454	0.3693604	0.9984822
ENSMUSG00000059323	296.0963	0.0004432914	0.011256343	0.4734231	0.9984822
ENSMUSG00000059325	45.91438	0.002906736	0.036134711	0.02937114	0.7618396
ENSMUSG00000059326	56.52734	-0.0006382837	0.016442421	0.3141764	0.9984822
ENSMUSG00000059327	36.77789	-5.105959e-06	0.012932618	0.9926499	0.9996816
ENSMUSG00000059334	0.1724258	-0.0002984126	0.099681982	0.8967343	NA
ENSMUSG00000059336	27.45676	-2.977988e-05	0.016315617	0.9527341	0.9984822
ENSMUSG00000059343	4.183106	-0.0005376713	0.029409131	0.432436	0.9984822
ENSMUSG00000059355	113.75	0.002108922	0.025197813	0.0594846	0.9060085
ENSMUSG00000059361	351.96	-0.0007552238	0.014658695	0.278976	0.9984822
ENSMUSG00000059363	19.45913	0.001534709	0.028824296	0.0823341	0.9676695
ENSMUSG00000059383	0.1687011	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000059395	4.469702	0.0002870187	0.023109119	0.6172673	0.9984822
ENSMUSG00000059401	103.4152	-0.0002858463	0.013286359	0.6216346	0.9984822
ENSMUSG00000059406	8.389143	0.0004946877	0.023478189	0.4046884	0.9984822
ENSMUSG00000059408	0.1161162	-0.0008252543	0.103842162	0.7269851	NA
ENSMUSG00000059409	809.2982	0.0006795786	0.012419328	0.3158745	0.9984822
ENSMUSG00000059412	16.33196	0.0005557142	0.019548543	0.3413182	0.9984822
ENSMUSG00000059422	1.272371	0.0004400915	0.038400645	0.627029	NA
ENSMUSG00000059423	201.673	0.000186182	0.010417623	0.7464037	0.9984822
ENSMUSG00000059434	0.68971	-0.001029186	0.071930424	0.5490972	NA
ENSMUSG00000059436	181.6276	0.001088499	0.01636557	0.1748893	0.9805731
ENSMUSG00000059439	410.0522	0.0004445462	0.010119174	0.4686678	0.9984822
ENSMUSG00000059447	487.0645	-0.0001730374	0.008659108	0.7612308	0.9984822
ENSMUSG00000059455	0.09730396	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000059456	2947.225	4.043831e-05	0.009908293	0.9429024	0.9984822
ENSMUSG00000059461	5.817196	0.0001099073	0.0243724	0.854799	0.9984822
ENSMUSG00000059474	391.3635	0.0001704035	0.010366781	0.766582	0.9984822
ENSMUSG00000059475	185.1343	-0.0004594817	0.011701544	0.4609012	0.9984822
ENSMUSG00000059479	1.191006	9.607631e-06	0.045932261	0.9932863	NA
ENSMUSG00000059481	0.4431389	0	0.089513849	1	NA
ENSMUSG00000059482	229.1668	0.0001518064	0.010022808	0.7902782	0.9984822
ENSMUSG00000059483	0.04352309	0	0.099713563	1	NA
ENSMUSG00000059486	489.2573	3.330572e-06	0.008876906	0.9952552	0.9996816
ENSMUSG00000059493	190.4099	2.884603e-05	0.011440428	0.9594777	0.9984822
ENSMUSG00000059495	2674.191	-0.0009382997	0.011932198	0.2076231	0.9893112
ENSMUSG00000059498	66.09864	-0.0006928554	0.016144123	0.2925894	0.9984822
ENSMUSG00000059511	0.2658001	-0.001336386	0.109972236	0.5872477	NA
ENSMUSG00000059518	131.9565	-0.00044513	0.01351437	0.4682127	0.9984822
ENSMUSG00000059534	324.5426	-0.0004247394	0.011409735	0.4899379	0.9984822
ENSMUSG00000059540	140.1144	-0.001890839	0.022918364	0.07377987	0.954488
ENSMUSG00000059552	58.22851	0.000695235	0.016092246	0.2921335	0.9984822
ENSMUSG00000059554	93.66942	-0.0001988045	0.011765955	0.7310989	0.9984822
ENSMUSG00000059555	15.65159	-0.00037794	0.018288289	0.4861378	0.9984822
ENSMUSG00000059562	0.1968483	-0.000348052	0.100537027	0.8803288	NA
ENSMUSG00000059585	4.045332	2.196647e-05	0.024827857	0.9713543	0.9993736
ENSMUSG00000059586	121.5298	1.305043e-05	0.011507057	0.9816479	0.9994695
ENSMUSG00000059588	81.13486	-0.0001946693	0.012550648	0.7339459	0.9984822
ENSMUSG00000059602	223.5027	-8.102434e-05	0.013176539	0.8835218	0.9984822
ENSMUSG00000059625	0.4017256	-8.53928e-05	0.079812613	0.9651248	NA
ENSMUSG00000059631	11.03163	-0.0003465388	0.020237869	0.524196	0.9984822
ENSMUSG00000059645	5.8349	0.0004298363	0.027759934	0.512375	0.9984822
ENSMUSG00000059647	0.4603063	-0.0008915767	0.094860988	0.688304	NA
ENSMUSG00000059648	0.525172	0	0.099713563	1	NA
ENSMUSG00000059658	0.3935837	-0.002091992	0.114986352	0.4149134	NA
ENSMUSG00000059659	7.631169	-0.0004537101	0.029095681	0.505567	0.9984822
ENSMUSG00000059669	119.7686	-0.0002861727	0.010680182	0.6269706	0.9984822
ENSMUSG00000059674	22.46698	-0.003310561	0.054745628	0.02922615	0.7618396
ENSMUSG00000059689	148.4758	0.0002084744	0.011201918	0.7194016	0.9984822
ENSMUSG00000059706	0.1750573	0	0.099713563	1	NA
ENSMUSG00000059708	273.758	-0.00103481	0.014504669	0.1875923	0.9833512
ENSMUSG00000059713	453.1685	-0.0004430062	0.0095328	0.4691603	0.9984822
ENSMUSG00000059714	226.6108	-0.001260494	0.016775052	0.1429966	0.9805731
ENSMUSG00000059734	226.6627	2.657362e-05	0.010552613	0.9626338	0.9984822
ENSMUSG00000059741	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000059742	493.9451	-0.05914879	0.24721805	0.0005468457	0.1558089
ENSMUSG00000059743	227.9963	-0.0002784322	0.0116388	0.6367833	0.9984822
ENSMUSG00000059751	4.80831	-0.0008114827	0.03617691	0.3168747	0.9984822
ENSMUSG00000059772	99.9483	3.793135e-05	0.011116976	0.9467897	0.9984822
ENSMUSG00000059775	4.383254	-0.0001191692	0.020914513	0.8244746	0.9984822
ENSMUSG00000059776	2.21071	-0.0005460582	0.058907577	0.7049874	0.9984822
ENSMUSG00000059791	6.475503	0.0007987884	0.032044126	0.2793211	0.9984822
ENSMUSG00000059796	1483.105	-4.453273e-05	0.009826741	0.9370952	0.9984822
ENSMUSG00000059810	164.449	-3.451943e-06	0.010947247	0.9951499	0.9996816
ENSMUSG00000059811	461.3324	-0.0003110883	0.009518677	0.5963932	0.9984822
ENSMUSG00000059820	110.0863	-0.002565553	0.02771979	0.04422658	0.8542043
ENSMUSG00000059824	707.1087	0.003155154	0.028441805	0.03558137	0.806569
ENSMUSG00000059834	185.9482	0.0003625572	0.012914539	0.5452209	0.9984822
ENSMUSG00000059835	0.2209335	-0.001765003	0.116725647	0.492626	NA
ENSMUSG00000059839	106.5862	-0.0002704442	0.011811042	0.6456459	0.9984822
ENSMUSG00000059842	33.74172	-9.578723e-05	0.014023817	0.8589232	0.9984822
ENSMUSG00000059851	41.79377	0.0009864158	0.021393778	0.1660231	0.9805731
ENSMUSG00000059852	12.83858	-0.0001400674	0.016641854	0.7826562	0.9984822
ENSMUSG00000059854	21.09581	0.0004505395	0.022117062	0.4326599	0.9984822
ENSMUSG00000059857	172.077	-0.0003375788	0.01540485	0.544128	0.9984822
ENSMUSG00000059864	8.000092	0.000312802	0.021384834	0.5706169	0.9984822
ENSMUSG00000059866	108.8659	-5.563218e-05	0.012155628	0.9214991	0.9984822
ENSMUSG00000059878	114.7862	0.001617724	0.021454821	0.09268429	0.9805731
ENSMUSG00000059883	11.69966	-0.001956843	0.047104927	0.08036078	0.9629006
ENSMUSG00000059890	511.3014	-7.474539e-05	0.008854328	0.8941374	0.9984822
ENSMUSG00000059891	0.8727241	-4.357737e-05	0.056393888	0.9753843	NA
ENSMUSG00000059895	140.347	-0.001169105	0.017782471	0.154902	0.9805731
ENSMUSG00000059897	70.59689	-0.0001358223	0.012742047	0.8096248	0.9984822
ENSMUSG00000059898	7.869397	-0.0008698923	0.032661041	0.2486589	0.9984822
ENSMUSG00000059900	2.598788	-0.0008485825	0.046733585	0.422185	0.9984822
ENSMUSG00000059901	0.6490574	0.001781727	0.093746539	0.4115208	NA
ENSMUSG00000059920	266.2231	-0.0002365789	0.009964821	0.6827971	0.9984822
ENSMUSG00000059921	684.957	-6.336119e-05	0.009716351	0.9105872	0.9984822
ENSMUSG00000059923	547.6033	0.001462384	0.015013075	0.1099414	0.9805731
ENSMUSG00000059939	118.4703	0.0008760841	0.016808452	0.2227055	0.9937914
ENSMUSG00000059956	0.07285548	0	0.099713563	1	NA
ENSMUSG00000059970	220.6781	0.001185468	0.018030352	0.1511276	0.9805731
ENSMUSG00000059974	636.0937	-0.002017303	0.020573832	0.07117682	0.9458346
ENSMUSG00000059975	109.2222	-0.0002698845	0.012398838	0.6447608	0.9984822
ENSMUSG00000059981	899.3345	-0.0001268459	0.00882014	0.8223056	0.9984822
ENSMUSG00000059991	132.2374	-0.000444831	0.014934139	0.4536766	0.9984822
ENSMUSG00000059994	2.237398	0.003206743	0.098837862	0.1500696	0.9805731
ENSMUSG00000059995	740.2539	-0.0002183307	0.009909918	0.7049226	0.9984822
ENSMUSG00000060002	429.8979	-0.0001375948	0.009956351	0.8090515	0.9984822
ENSMUSG00000060012	474.424	-0.0003185148	0.011547196	0.5930955	0.9984822
ENSMUSG00000060019	19.10572	0.0001876954	0.015217562	0.7225697	0.9984822
ENSMUSG00000060032	107.9244	0.0006484405	0.014805922	0.3264608	0.9984822
ENSMUSG00000060036	4040.52	-0.0003555276	0.010031356	0.5511748	0.9984822
ENSMUSG00000060038	126.1827	0.0006454034	0.014765982	0.328323	0.9984822
ENSMUSG00000060044	12.06398	0.0002773343	0.01828061	0.5968471	0.9984822
ENSMUSG00000060063	13.25491	0.0005254549	0.01988023	0.3620601	0.9984822
ENSMUSG00000060073	577.8915	-0.0004076025	0.009893532	0.500786	0.9984822
ENSMUSG00000060090	136.037	0.0009080539	0.014811065	0.2238175	0.9942505
ENSMUSG00000060093	57.27166	0.003887096	0.049147308	0.01854028	0.675198
ENSMUSG00000060096	8.600453	0.0003648911	0.019443574	0.5009805	0.9984822
ENSMUSG00000060098	230.5812	0.0002118659	0.010007139	0.7131659	0.9984822
ENSMUSG00000060121	31.23132	0.004507612	0.057051953	0.01547618	0.6592397
ENSMUSG00000060126	1533.73	0.001032011	0.015047312	0.1890198	0.98382
ENSMUSG00000060128	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000060131	0.520311	0.0009133911	0.091483592	0.6726039	NA
ENSMUSG00000060143	131.0614	0.002331664	0.028356758	0.0466134	0.8560192
ENSMUSG00000060147	184.3487	-0.000415419	0.012288761	0.4987032	0.9984822
ENSMUSG00000060149	74.82819	0.0003893129	0.01346434	0.5164339	0.9984822
ENSMUSG00000060152	133.7652	0.000194893	0.011830272	0.7358823	0.9984822
ENSMUSG00000060166	250.2491	-0.0008323442	0.016101491	0.2416757	0.9984822
ENSMUSG00000060176	109.361	-0.0007026321	0.015346411	0.2964496	0.9984822
ENSMUSG00000060180	0.2798352	-0.0007934688	0.101427261	0.7332429	NA
ENSMUSG00000060181	162.4006	-0.001383231	0.01871638	0.1228832	0.9805731
ENSMUSG00000060183	0.2176796	-0.0001381577	0.098908009	0.9518399	NA
ENSMUSG00000060188	0.04352309	0	0.099713563	1	NA
ENSMUSG00000060198	3.224194	-0.0004240509	0.036850197	0.6250709	0.9984822
ENSMUSG00000060204	0.4768077	-0.0004962871	0.066327611	0.7616657	NA
ENSMUSG00000060206	794.5226	0.0002382857	0.009738081	0.6801709	0.9984822
ENSMUSG00000060212	675.2537	-0.004805879	0.03585582	0.01907274	0.6784974
ENSMUSG00000060216	135.4843	0.0003628377	0.011994002	0.547917	0.9984822
ENSMUSG00000060224	6.962522	0.0004954135	0.025843186	0.4273278	0.9984822
ENSMUSG00000060227	666.4398	-0.0008623213	0.012811757	0.23634	0.9984822
ENSMUSG00000060240	688.3251	0.0002980883	0.010975263	0.6144128	0.9984822
ENSMUSG00000060244	16.30624	-6.900641e-05	0.016189871	0.8912622	0.9984822
ENSMUSG00000060257	52.36372	-0.001406486	0.027724925	0.09474718	0.9805731
ENSMUSG00000060260	109.4294	0.0005904139	0.015264489	0.3525501	0.9984822
ENSMUSG00000060261	1147.101	-0.0007162073	0.012329013	0.2969451	0.9984822
ENSMUSG00000060268	0.7349146	0.0005706141	0.058677713	0.6905208	NA
ENSMUSG00000060275	70.87122	-0.0005954306	0.016714242	0.3333008	0.9984822
ENSMUSG00000060279	1155.92	-0.0009166272	0.013043847	0.2182351	0.9930713
ENSMUSG00000060284	16.41522	0.0004235024	0.019001989	0.4432668	0.9984822
ENSMUSG00000060288	49.56228	0.0005048115	0.013889474	0.420118	0.9984822
ENSMUSG00000060301	334.8372	0.000610502	0.01045881	0.3490352	0.9984822
ENSMUSG00000060314	511.1659	0.0001008575	0.009405633	0.8581619	0.9984822
ENSMUSG00000060336	95.55946	7.985359e-05	0.010949435	0.8885256	0.9984822
ENSMUSG00000060371	3760.401	0.0006237165	0.014282652	0.3433155	0.9984822
ENSMUSG00000060373	741.5752	-0.002604318	0.02436101	0.04846039	0.8580276
ENSMUSG00000060375	0.1750573	0	0.099713563	1	NA
ENSMUSG00000060376	219.2845	0.0006921073	0.012437047	0.3093906	0.9984822
ENSMUSG00000060377	0.6424333	-0.001152368	0.069290355	0.4794069	NA
ENSMUSG00000060380	24.72858	-0.01117557	0.137795389	0.01058793	0.5768301
ENSMUSG00000060393	0.5989249	-0.001614363	0.088566339	0.4339469	NA
ENSMUSG00000060397	77.81902	-9.573444e-05	0.013001544	0.86348	0.9984822
ENSMUSG00000060402	19.25633	-0.003970878	0.081143678	0.04428071	0.8542043
ENSMUSG00000060417	0.4399838	-0.002474548	0.129159317	0.3741279	NA
ENSMUSG00000060419	11.24652	-0.0003329948	0.020625098	0.5416586	0.9984822
ENSMUSG00000060424	164.0169	-1.067626e-05	0.010568482	0.9849801	0.9994695
ENSMUSG00000060427	106.0707	-0.0004235421	0.012873723	0.4899692	0.9984822
ENSMUSG00000060429	31.01046	0.0006467122	0.020894205	0.2876935	0.9984822
ENSMUSG00000060438	2.405173	0.0003625293	0.034485596	0.6568495	0.9984822
ENSMUSG00000060441	5.680417	0.0001398212	0.030940018	0.8521068	0.9984822
ENSMUSG00000060445	43.12157	-0.002181912	0.033578043	0.04624547	0.8556105
ENSMUSG00000060450	1645.144	-0.000511063	0.00958691	0.4151922	0.9984822
ENSMUSG00000060459	0.02828562	0	0.099713563	1	NA
ENSMUSG00000060461	0.02828562	0	0.099713563	1	NA
ENSMUSG00000060467	4.436238	-0.0006726583	0.032614617	0.3656661	0.9984822
ENSMUSG00000060470	0.4155532	-0.000393361	0.080093429	0.8404151	NA
ENSMUSG00000060475	442.845	-0.0003524433	0.009117216	0.5532499	0.9984822
ENSMUSG00000060477	82.14602	0.0004549846	0.01364889	0.4593054	0.9984822
ENSMUSG00000060487	63.08192	0.00114511	0.022516618	0.1331481	0.9805731
ENSMUSG00000060509	0.05980673	-0.001265559	0.109235814	0.6053751	NA
ENSMUSG00000060510	587.7446	2.971967e-05	0.008491664	0.9577757	0.9984822
ENSMUSG00000060512	13.46549	0.001236555	0.029663106	0.1215146	0.9805731
ENSMUSG00000060519	40.07205	-0.0002046378	0.013289103	0.7171309	0.9984822
ENSMUSG00000060530	51.87506	-0.0001553367	0.012970397	0.7825665	0.9984822
ENSMUSG00000060534	486.5015	0.0005957693	0.013504828	0.363176	0.9984822
ENSMUSG00000060538	51.7603	6.568279e-05	0.012914718	0.9059921	0.9984822
ENSMUSG00000060548	402.62	0.000369069	0.010996452	0.5407206	0.9984822
ENSMUSG00000060550	2.747056	-0.0009888739	0.049981855	0.3775956	0.9984822
ENSMUSG00000060559	29.23216	-0.0001834279	0.015024944	0.729818	0.9984822
ENSMUSG00000060566	0.2946708	-0.001600554	0.114098999	0.5267847	NA
ENSMUSG00000060568	165.5394	-0.00116594	0.019737957	0.1428831	0.9805731
ENSMUSG00000060572	8.073983	-0.0002407527	0.019054439	0.6452216	0.9984822
ENSMUSG00000060579	17.14777	-0.0004689696	0.019269221	0.4045916	0.9984822
ENSMUSG00000060586	3.363457	0.003459051	0.097188663	0.1160843	0.9805731
ENSMUSG00000060591	11.69058	-0.002410519	0.057502928	0.0716793	0.9482147
ENSMUSG00000060594	11.30865	-8.272505e-05	0.019611902	0.8733016	0.9984822
ENSMUSG00000060600	21.18715	-0.0001679347	0.015820742	0.7456164	0.9984822
ENSMUSG00000060601	131.921	5.15159e-05	0.009946677	0.9273601	0.9984822
ENSMUSG00000060621	5.713349	0.0003409444	0.02188062	0.5423908	0.9984822
ENSMUSG00000060636	914.9784	0.0004815938	0.011606802	0.4428404	0.9984822
ENSMUSG00000060639	49.63035	0.0007685368	0.01970526	0.2347248	0.9984822
ENSMUSG00000060647	0.4734483	-0.001108649	0.107243852	0.6464949	NA
ENSMUSG00000060657	1614.279	-0.0009923321	0.010942823	0.1901084	0.98382
ENSMUSG00000060671	670.851	0.0001274972	0.008297229	0.8224757	0.9984822
ENSMUSG00000060675	365.7711	0.001755624	0.019722663	0.08780865	0.9736415
ENSMUSG00000060678	320.2936	0.006530968	0.048208859	0.009874951	0.5713865
ENSMUSG00000060679	228.5588	-0.0004820636	0.011353392	0.4417708	0.9984822
ENSMUSG00000060680	1.457757	-0.001396478	0.063539403	0.327578	NA
ENSMUSG00000060681	923.682	-0.0008991228	0.011227767	0.2186718	0.9930713
ENSMUSG00000060703	65.55128	0.001243631	0.021063132	0.1253158	0.9805731
ENSMUSG00000060708	52.75405	0.0002056562	0.01332759	0.7155771	0.9984822
ENSMUSG00000060716	529.5719	0.0001817504	0.012183311	0.7516347	0.9984822
ENSMUSG00000060727	0.3037715	-0.001449703	0.111818201	0.5606426	NA
ENSMUSG00000060730	0.05444717	0	0.099713563	1	NA
ENSMUSG00000060733	265.9992	0.0008240145	0.012750976	0.2507145	0.9984822
ENSMUSG00000060735	12.21601	-0.0004140779	0.023514547	0.4798084	0.9984822
ENSMUSG00000060738	0.112619	0.0001577859	0.099568865	0.9452396	NA
ENSMUSG00000060739	278.7003	0.0001939939	0.01007622	0.7357595	0.9984822
ENSMUSG00000060743	860.1197	0.002316897	0.022975679	0.05776692	0.9012093
ENSMUSG00000060771	212.4416	-0.0001436371	0.009945453	0.8009708	0.9984822
ENSMUSG00000060780	300.2208	0.0001011301	0.009940207	0.8584493	0.9984822
ENSMUSG00000060791	3.926354	0.001529714	0.056107221	0.2104875	0.9903533
ENSMUSG00000060794	0.05444717	0	0.099713563	1	NA
ENSMUSG00000060795	1.882684	-0.00450697	0.128734642	0.1280168	0.9805731
ENSMUSG00000060798	116.7937	0.0004532531	0.012365301	0.4663645	0.9984822
ENSMUSG00000060802	219.0639	-0.0002260949	0.012106463	0.6969098	0.9984822
ENSMUSG00000060803	818.7143	0.004772443	0.032859223	0.01973093	0.6799553
ENSMUSG00000060808	6.080488	-0.001243286	0.042817416	0.1896109	0.98382
ENSMUSG00000060843	55.74511	0.0002070441	0.014256093	0.7058689	0.9984822
ENSMUSG00000060860	241.0444	-2.634398e-05	0.010139418	0.9628452	0.9984822
ENSMUSG00000060862	90.24928	0.001202497	0.018069808	0.1484167	0.9805731
ENSMUSG00000060863	0.2502646	-0.001265559	0.109235811	0.6053751	NA
ENSMUSG00000060879	0.6599758	-0.002963144	0.138184751	0.3142375	NA
ENSMUSG00000060882	1591.97	1.632057e-05	0.008601595	0.9767736	0.9994695
ENSMUSG00000060890	1.223444	0.0005317379	0.049540659	0.6555634	NA
ENSMUSG00000060904	570.5152	0.0001732387	0.010695283	0.763433	0.9984822
ENSMUSG00000060923	61.30674	-0.0001861852	0.013460819	0.7392583	0.9984822
ENSMUSG00000060924	1740.781	-0.0001099312	0.010063863	0.846578	0.9984822
ENSMUSG00000060935	393.904	0.001099533	0.015158745	0.173041	0.9805731
ENSMUSG00000060938	1390.772	0.0002043206	0.011503511	0.7245157	0.9984822
ENSMUSG00000060950	101.5175	0.000701116	0.014171278	0.3047876	0.9984822
ENSMUSG00000060961	2209.349	0.0004242905	0.010078978	0.4861991	0.9984822
ENSMUSG00000060962	23.54834	0.0002053047	0.017606343	0.6892352	0.9984822
ENSMUSG00000060969	2.817074	-0.0002923136	0.031577967	0.6976152	0.9984822
ENSMUSG00000060981	293.9428	0.004111748	0.039181337	0.01855411	0.675198
ENSMUSG00000060985	6.445751	0.0004283758	0.029416461	0.5344814	0.9984822
